913, 1
1225, 1
537, 1
2094, 1
990, 1
6955, 1
6324, 1
6865, 1
16225, 1
9737, 1
17465, 1
19312, 1
29256, 1
14377, 1
26914, 1
72317, 1
78623, 1
74310, 1
77122, 0
63229, 1
77774, 1
100484, 1
135618, 1
119947, 1
128747, 1
108, 1
64, 1
15, 1
47, 1
98, 1
6575, 1
4098, 1
5468, 1
2648, 1
5290, 1
19732, 1
17349, 1
24499, 1
19008, 1
19611, 1
57640, 1
81462, 1
65134, 1
78139, 1
66579, 1
64451, 1
113999, 1
74323, 1
110295, 1
95616, 1
0, 1
0, 1
0, 1
0, 1
0, 1
2099, 1
2260, 1
4936, 1
3784, 1
3289, 1
20281, 1
13403, 1
19771, 1
24346, 1
14905, 1
65386, 1
65756, 1
78451, 1
81627, 1
68242, 1
90486, 1
115249, 1
68529, 1
79006, 1
98110, 1
0, 1
0, 1
0, 1
0, 1
0, 1
684, 1
172, 1
798, 1
617, 1
776, 1
10262, 1
18646, 1
10021, 1
25881, 1
8159, 1
47683, 1
43004, 1
55730, 1
59494, 1
42688, 1
126048, 1
114686, 1
112102, 1
98206, 1
157296, 1
0, 1
0, 1
0, 1
0, 1
0, 1
0, 1
516, 1
3354, 1
0, 1
0, 1
31478, 1
21169, 1
27077, 1
19648, 1
13774, 1
46770, 1
50364, 1
25460, 1
66707, 1
69019, 1
122266, 1
82456, 1
75118, 1
73041, 1
104531, 1
