5988, 0
6170, 0
4267, 0
5011, 0
5283, 0
58258, 0
50972, 0
59434, 0
40978, 0
53208, 0
181649, 0
234179, 0
178840, 0
157476, 0
172995, 0
407703, 0
332804, 0
544838, 0
477684, 0
406094, 0
898925, 0
556873, 0
539716, 0
744287, 0
585306, 0
8, 0
718, 0
27, 0
480, 0
50, 0
24202, 0
25469, 0
32964, 0
22215, 0
19114, 0
108293, 0
181850, 0
90440, 0
151701, 0
129728, 0
462324, 0
425875, 0
320537, 0
360193, 0
306040, 0
829828, 0
623356, 0
748988, 0
656693, 0
599269, 0
0, 0
0, 0
0, 0
0, 0
0, 0
9046, 0
11539, 0
16313, 0
7965, 0
19912, 0
86793, 0
87067, 0
96563, 0
100788, 0
56510, 0
243872, 0
401023, 0
399085, 0
309232, 0
222684, 0
640816, 0
611362, 0
623429, 0
584628, 0
575274, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1400, 0
317, 0
1146, 0
136, 0
284, 0
66850, 0
84229, 0
55544, 0
54612, 0
75061, 0
248699, 0
311022, 0
326258, 0
273993, 0
316870, 0
495516, 0
636903, 0
680082, 0
622464, 0
449545, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1193, 0
0, 0
232, 0
0, 0
159123, 0
174367, 0
91169, 0
168266, 0
70190, 0
370614, 0
324437, 0
246237, 0
293571, 0
267316, 0
471214, 0
570459, 0
397029, 0
431115, 0
560754, 0
